"CubeId";"rendeiduebd"
"PublishingDate";"2026-08-03 14:30"

"Date";"D0";"D1";"Value"
"2006-07-31";"EUR";"20J";"4.30711"
"2006-07-31";"EUR";"30J";"4.43284"
"2006-07-31";"KTA";"2J";
"2006-07-31";"KTA";"5J";
"2006-07-31";"KTA";"10J";
"2006-07-31";"KTB";"2J";
"2006-07-31";"KTB";"5J";
"2006-07-31";"KTB";"10J";
"2006-07-31";"PFI";"2J";"2.175"
"2006-07-31";"PFI";"5J";"2.598"
"2006-07-31";"PFI";"10J";"2.912"
"2006-07-31";"GBA";"2J";
"2006-07-31";"GBA";"5J";
"2006-07-31";"GBA";"10J";
"2006-07-31";"GBB";"2J";
"2006-07-31";"GBB";"5J";
"2006-07-31";"GBB";"10J";
"2006-07-31";"GBC";"2J";
"2006-07-31";"GBC";"5J";
"2006-07-31";"GBC";"10J";
"2006-07-31";"IHA";"2J";
"2006-07-31";"IHA";"5J";
"2006-07-31";"IHA";"10J";
"2006-07-31";"IHB";"2J";
"2006-07-31";"IHB";"5J";
"2006-07-31";"IHB";"10J";
"2006-08-01";"CHF";"1J";
"2006-08-01";"CHF";"2J";
"2006-08-01";"CHF";"3J";
"2006-08-01";"CHF";"4J";
"2006-08-01";"CHF";"5J";
"2006-08-01";"CHF";"6J";
"2006-08-01";"CHF";"7J";
"2006-08-01";"CHF";"8J";
"2006-08-01";"CHF";"9J";
"2006-08-01";"CHF";"10J";
"2006-08-01";"CHF";"20J";
"2006-08-01";"CHF";"30J";
"2006-08-01";"EUR";"1J";"3.34576"
"2006-08-01";"EUR";"2J";"3.53117"
"2006-08-01";"EUR";"3J";"3.59296"
"2006-08-01";"EUR";"4J";"3.63614"
"2006-08-01";"EUR";"5J";"3.68705"
"2006-08-01";"EUR";"6J";"3.74705"
"2006-08-01";"EUR";"7J";"3.81155"
"2006-08-01";"EUR";"8J";"3.87604"
"2006-08-01";"EUR";"9J";"3.9375"
"2006-08-01";"EUR";"10J";"3.99431"
"2006-08-01";"EUR";"20J";"4.3209"
"2006-08-01";"EUR";"30J";"4.44198"
"2006-08-01";"KTA";"2J";
"2006-08-01";"KTA";"5J";
"2006-08-01";"KTA";"10J";
"2006-08-01";"KTB";"2J";
"2006-08-01";"KTB";"5J";
"2006-08-01";"KTB";"10J";
"2006-08-01";"PFI";"2J";
"2006-08-01";"PFI";"5J";
"2006-08-01";"PFI";"10J";
"2006-08-01";"GBA";"2J";
"2006-08-01";"GBA";"5J";
"2006-08-01";"GBA";"10J";
"2006-08-01";"GBB";"2J";
"2006-08-01";"GBB";"5J";
"2006-08-01";"GBB";"10J";
"2006-08-01";"GBC";"2J";
"2006-08-01";"GBC";"5J";
"2006-08-01";"GBC";"10J";
"2006-08-01";"IHA";"2J";
"2006-08-01";"IHA";"5J";
"2006-08-01";"IHA";"10J";
"2006-08-01";"IHB";"2J";
"2006-08-01";"IHB";"5J";
"2006-08-01";"IHB";"10J";
"2006-08-02";"CHF";"1J";"1.843"
"2006-08-02";"CHF";"2J";"2.087"
"2006-08-02";"CHF";"3J";"2.242"
"2006-08-02";"CHF";"4J";"2.361"
"2006-08-02";"CHF";"5J";"2.457"
"2006-08-02";"CHF";"6J";"2.536"
"2006-08-02";"CHF";"7J";"2.599"
"2006-08-02";"CHF";"8J";"2.651"
"2006-08-02";"CHF";"9J";"2.693"
"2006-08-02";"CHF";"10J";"2.727"
"2006-08-02";"CHF";"20J";"2.887"
"2006-08-02";"CHF";"30J";"2.94"
"2006-08-02";"EUR";"1J";"3.34684"
"2006-08-02";"EUR";"2J";"3.5281"
"2006-08-02";"EUR";"3J";"3.58624"
"2006-08-02";"EUR";"4J";"3.62704"
"2006-08-02";"EUR";"5J";"3.67662"
"2006-08-02";"EUR";"6J";"3.73597"
"2006-08-02";"EUR";"7J";"3.80023"
"2006-08-02";"EUR";"8J";"3.86472"
"2006-08-02";"EUR";"9J";"3.92632"
"2006-08-02";"EUR";"10J";"3.98335"
"2006-08-02";"EUR";"20J";"4.3121"
"2006-08-02";"EUR";"30J";"4.43418"
"2006-08-02";"KTA";"2J";
"2006-08-02";"KTA";"5J";
"2006-08-02";"KTA";"10J";
"2006-08-02";"KTB";"2J";
"2006-08-02";"KTB";"5J";
"2006-08-02";"KTB";"10J";
"2006-08-02";"PFI";"2J";"2.168"
"2006-08-02";"PFI";"5J";"2.58"
"2006-08-02";"PFI";"10J";"2.897"
"2006-08-02";"GBA";"2J";
"2006-08-02";"GBA";"5J";
"2006-08-02";"GBA";"10J";
"2006-08-02";"GBB";"2J";
"2006-08-02";"GBB";"5J";
"2006-08-02";"GBB";"10J";
"2006-08-02";"GBC";"2J";
"2006-08-02";"GBC";"5J";
"2006-08-02";"GBC";"10J";
"2006-08-02";"IHA";"2J";
"2006-08-02";"IHA";"5J";
"2006-08-02";"IHA";"10J";
"2006-08-02";"IHB";"2J";
"2006-08-02";"IHB";"5J";
"2006-08-02";"IHB";"10J";
"2006-08-03";"CHF";"1J";"1.88"
"2006-08-03";"CHF";"2J";"2.108"
"2006-08-03";"CHF";"3J";"2.254"
"2006-08-03";"CHF";"4J";"2.368"
"2006-08-03";"CHF";"5J";"2.462"
"2006-08-03";"CHF";"6J";"2.539"
"2006-08-03";"CHF";"7J";"2.603"
"2006-08-03";"CHF";"8J";"2.654"
"2006-08-03";"CHF";"9J";"2.696"
"2006-08-03";"CHF";"10J";"2.731"
"2006-08-03";"CHF";"20J";"2.891"
"2006-08-03";"CHF";"30J";"2.944"
"2006-08-03";"EUR";"1J";"3.38519"
"2006-08-03";"EUR";"2J";"3.57381"
"2006-08-03";"EUR";"3J";"3.63254"
"2006-08-03";"EUR";"4J";"3.67071"
"2006-08-03";"EUR";"5J";"3.71645"
"2006-08-03";"EUR";"6J";"3.7718"
"2006-08-03";"EUR";"7J";"3.83236"
"2006-08-03";"EUR";"8J";"3.89361"
"2006-08-03";"EUR";"9J";"3.95243"
"2006-08-03";"EUR";"10J";"4.0071"
"2006-08-03";"EUR";"20J";"4.3246"
"2006-08-03";"EUR";"30J";"4.44293"
"2006-08-03";"KTA";"2J";
"2006-08-03";"KTA";"5J";
"2006-08-03";"KTA";"10J";
"2006-08-03";"KTB";"2J";
"2006-08-03";"KTB";"5J";
"2006-08-03";"KTB";"10J";
"2006-08-03";"PFI";"2J";"2.165"
"2006-08-03";"PFI";"5J";"2.574"
"2006-08-03";"PFI";"10J";"2.892"
"2006-08-03";"GBA";"2J";
"2006-08-03";"GBA";"5J";
"2006-08-03";"GBA";"10J";
"2006-08-03";"GBB";"2J";
"2006-08-03";"GBB";"5J";
"2006-08-03";"GBB";"10J";
"2006-08-03";"GBC";"2J";
"2006-08-03";"GBC";"5J";
"2006-08-03";"GBC";"10J";
"2006-08-03";"IHA";"2J";
"2006-08-03";"IHA";"5J";
"2006-08-03";"IHA";"10J";
"2006-08-03";"IHB";"2J";
"2006-08-03";"IHB";"5J";
"2006-08-03";"IHB";"10J";
"2006-08-04";"CHF";"1J";"1.911"
"2006-08-04";"CHF";"2J";"2.14"
"2006-08-04";"CHF";"3J";"2.295"
"2006-08-04";"CHF";"4J";"2.42"
"2006-08-04";"CHF";"5J";"2.522"
"2006-08-04";"CHF";"6J";"2.602"
"2006-08-04";"CHF";"7J";"2.664"
"2006-08-04";"CHF";"8J";"2.714"
"2006-08-04";"CHF";"9J";"2.753"
"2006-08-04";"CHF";"10J";"2.785"
"2006-08-04";"CHF";"20J";"2.93"
"2006-08-04";"CHF";"30J";"2.979"
"2006-08-04";"EUR";"1J";"3.37958"
"2006-08-04";"EUR";"2J";"3.53768"
"2006-08-04";"EUR";"3J";"3.58106"
"2006-08-04";"EUR";"4J";"3.61691"
"2006-08-04";"EUR";"5J";"3.66581"
"2006-08-04";"EUR";"6J";"3.72492"
"2006-08-04";"EUR";"7J";"3.78775"
"2006-08-04";"EUR";"8J";"3.84934"
"2006-08-04";"EUR";"9J";"3.90684"
"2006-08-04";"EUR";"10J";"3.95899"
"2006-08-04";"EUR";"20J";"4.2447"
"2006-08-04";"EUR";"30J";"4.34752"
"2006-08-04";"KTA";"2J";
"2006-08-04";"KTA";"5J";
"2006-08-04";"KTA";"10J";
"2006-08-04";"KTB";"2J";
"2006-08-04";"KTB";"5J";
"2006-08-04";"KTB";"10J";
"2006-08-04";"PFI";"2J";"2.228"
"2006-08-04";"PFI";"5J";"2.64"
"2006-08-04";"PFI";"10J";"2.942"
"2006-08-04";"GBA";"2J";
"2006-08-04";"GBA";"5J";
"2006-08-04";"GBA";"10J";
"2006-08-04";"GBB";"2J";
"2006-08-04";"GBB";"5J";
"2006-08-04";"GBB";"10J";
"2006-08-04";"GBC";"2J";
"2006-08-04";"GBC";"5J";
"2006-08-04";"GBC";"10J";
"2006-08-04";"IHA";"2J";
"2006-08-04";"IHA";"5J";
"2006-08-04";"IHA";"10J";
"2006-08-04";"IHB";"2J";
"2006-08-04";"IHB";"5J";
"2006-08-04";"IHB";"10J";
"2006-08-07";"CHF";"1J";"1.894"
"2006-08-07";"CHF";"2J";"2.116"
"2006-08-07";"CHF";"3J";"2.253"
"2006-08-07";"CHF";"4J";"2.364"
"2006-08-07";"CHF";"5J";"2.458"
"2006-08-07";"CHF";"6J";"2.536"
"2006-08-07";"CHF";"7J";"2.599"
"2006-08-07";"CHF";"8J";"2.651"
"2006-08-07";"CHF";"9J";"2.693"
"2006-08-07";"CHF";"10J";"2.728"
"2006-08-07";"CHF";"20J";"2.887"
"2006-08-07";"CHF";"30J";"2.941"
"2006-08-07";"EUR";"1J";"3.38554"
"2006-08-07";"EUR";"2J";"3.54197"
"2006-08-07";"EUR";"3J";"3.58482"
"2006-08-07";"EUR";"4J";"3.62053"
"2006-08-07";"EUR";"5J";"3.66966"
"2006-08-07";"EUR";"6J";"3.72931"
"2006-08-07";"EUR";"7J";"3.79294"
"2006-08-07";"EUR";"8J";"3.85551"
"2006-08-07";"EUR";"9J";"3.91406"
"2006-08-07";"EUR";"10J";"3.96729"
"2006-08-07";"EUR";"20J";"4.26048"
"2006-08-07";"EUR";"30J";"4.36634"
"2006-08-07";"KTA";"2J";
"2006-08-07";"KTA";"5J";
"2006-08-07";"KTA";"10J";
"2006-08-07";"KTB";"2J";
"2006-08-07";"KTB";"5J";
"2006-08-07";"KTB";"10J";
"2006-08-07";"PFI";"2J";"2.196"
"2006-08-07";"PFI";"5J";"2.59"
"2006-08-07";"PFI";"10J";"2.891"
"2006-08-07";"GBA";"2J";
"2006-08-07";"GBA";"5J";
"2006-08-07";"GBA";"10J";
"2006-08-07";"GBB";"2J";
"2006-08-07";"GBB";"5J";
"2006-08-07";"GBB";"10J";
"2006-08-07";"GBC";"2J";
"2006-08-07";"GBC";"5J";
"2006-08-07";"GBC";"10J";
"2006-08-07";"IHA";"2J";
"2006-08-07";"IHA";"5J";
"2006-08-07";"IHA";"10J";
"2006-08-07";"IHB";"2J";
"2006-08-07";"IHB";"5J";
"2006-08-07";"IHB";"10J";
"2006-08-08";"CHF";"1J";"1.903"
"2006-08-08";"CHF";"2J";"2.142"
"2006-08-08";"CHF";"3J";"2.281"
"2006-08-08";"CHF";"4J";"2.384"
"2006-08-08";"CHF";"5J";"2.469"
"2006-08-08";"CHF";"6J";"2.54"
"2006-08-08";"CHF";"7J";"2.6"
"2006-08-08";"CHF";"8J";"2.649"
"2006-08-08";"CHF";"9J";"2.69"
"2006-08-08";"CHF";"10J";"2.724"
"2006-08-08";"CHF";"20J";"2.884"
"2006-08-08";"CHF";"30J";"2.937"
"2006-08-08";"EUR";"1J";"3.38844"
"2006-08-08";"EUR";"2J";"3.54301"
"2006-08-08";"EUR";"3J";"3.58548"
"2006-08-08";"EUR";"4J";"3.62022"
"2006-08-08";"EUR";"5J";"3.66806"
"2006-08-08";"EUR";"6J";"3.72656"
"2006-08-08";"EUR";"7J";"3.78934"
"2006-08-08";"EUR";"8J";"3.8514"
"2006-08-08";"EUR";"9J";"3.90972"
"2006-08-08";"EUR";"10J";"3.96291"
"2006-08-08";"EUR";"20J";"4.25815"
"2006-08-08";"EUR";"30J";"4.3652"
"2006-08-08";"KTA";"2J";
"2006-08-08";"KTA";"5J";
"2006-08-08";"KTA";"10J";
"2006-08-08";"KTB";"2J";
"2006-08-08";"KTB";"5J";
"2006-08-08";"KTB";"10J";
"2006-08-08";"PFI";"2J";"2.192"
"2006-08-08";"PFI";"5J";"2.586"
"2006-08-08";"PFI";"10J";"2.887"
"2006-08-08";"GBA";"2J";
"2006-08-08";"GBA";"5J";
"2006-08-08";"GBA";"10J";
"2006-08-08";"GBB";"2J";
"2006-08-08";"GBB";"5J";
"2006-08-08";"GBB";"10J";
"2006-08-08";"GBC";"2J";
"2006-08-08";"GBC";"5J";
"2006-08-08";"GBC";"10J";
"2006-08-08";"IHA";"2J";
"2006-08-08";"IHA";"5J";
"2006-08-08";"IHA";"10J";
"2006-08-08";"IHB";"2J";
"2006-08-08";"IHB";"5J";
"2006-08-08";"IHB";"10J";
"2006-08-09";"CHF";"1J";"1.907"
"2006-08-09";"CHF";"2J";"2.149"
"2006-08-09";"CHF";"3J";"2.293"
"2006-08-09";"CHF";"4J";"2.399"
"2006-08-09";"CHF";"5J";"2.486"
"2006-08-09";"CHF";"6J";"2.557"
"2006-08-09";"CHF";"7J";"2.614"
"2006-08-09";"CHF";"8J";"2.661"
"2006-08-09";"CHF";"9J";"2.7"
"2006-08-09";"CHF";"10J";"2.732"
"2006-08-09";"CHF";"20J";"2.88"
"2006-08-09";"CHF";"30J";"2.929"
"2006-08-09";"EUR";"1J";"3.40407"
"2006-08-09";"EUR";"2J";"3.56458"
"2006-08-09";"EUR";"3J";"3.60926"
"2006-08-09";"EUR";"4J";"3.64507"
"2006-08-09";"EUR";"5J";"3.69355"
"2006-08-09";"EUR";"6J";"3.75243"
"2006-08-09";"EUR";"7J";"3.81546"
"2006-08-09";"EUR";"8J";"3.87765"
"2006-08-09";"EUR";"9J";"3.93604"
"2006-08-09";"EUR";"10J";"3.98926"
"2006-08-09";"EUR";"20J";"4.28432"
"2006-08-09";"EUR";"30J";"4.39127"
"2006-08-09";"KTA";"2J";
"2006-08-09";"KTA";"5J";
"2006-08-09";"KTA";"10J";
"2006-08-09";"KTB";"2J";
"2006-08-09";"KTB";"5J";
"2006-08-09";"KTB";"10J";
"2006-08-09";"PFI";"2J";"2.207"
"2006-08-09";"PFI";"5J";"2.594"
"2006-08-09";"PFI";"10J";"2.887"
"2006-08-09";"GBA";"2J";
"2006-08-09";"GBA";"5J";
"2006-08-09";"GBA";"10J";
"2006-08-09";"GBB";"2J";
"2006-08-09";"GBB";"5J";
"2006-08-09";"GBB";"10J";
"2006-08-09";"GBC";"2J";
"2006-08-09";"GBC";"5J";
"2006-08-09";"GBC";"10J";
"2006-08-09";"IHA";"2J";
"2006-08-09";"IHA";"5J";
"2006-08-09";"IHA";"10J";
"2006-08-09";"IHB";"2J";
"2006-08-09";"IHB";"5J";
"2006-08-09";"IHB";"10J";
"2006-08-10";"CHF";"1J";"1.896"
"2006-08-10";"CHF";"2J";"2.114"
"2006-08-10";"CHF";"3J";"2.253"
"2006-08-10";"CHF";"4J";"2.365"
"2006-08-10";"CHF";"5J";"2.457"
"2006-08-10";"CHF";"6J";"2.532"
"2006-08-10";"CHF";"7J";"2.592"
"2006-08-10";"CHF";"8J";"2.64"
"2006-08-10";"CHF";"9J";"2.679"
"2006-08-10";"CHF";"10J";"2.71"
"2006-08-10";"CHF";"20J";"2.856"
"2006-08-10";"CHF";"30J";"2.904"
"2006-08-10";"EUR";"1J";"3.39765"
"2006-08-10";"EUR";"2J";"3.55392"
"2006-08-10";"EUR";"3J";"3.59935"
"2006-08-10";"EUR";"4J";"3.63708"
"2006-08-10";"EUR";"5J";"3.68717"
"2006-08-10";"EUR";"6J";"3.74699"
"2006-08-10";"EUR";"7J";"3.81028"
"2006-08-10";"EUR";"8J";"3.87221"
"2006-08-10";"EUR";"9J";"3.93002"
"2006-08-10";"EUR";"10J";"3.98245"
"2006-08-10";"EUR";"20J";"4.27023"
"2006-08-10";"EUR";"30J";"4.37394"
"2006-08-10";"KTA";"2J";
"2006-08-10";"KTA";"5J";
"2006-08-10";"KTA";"10J";
"2006-08-10";"KTB";"2J";
"2006-08-10";"KTB";"5J";
"2006-08-10";"KTB";"10J";
"2006-08-10";"PFI";"2J";"2.188"
"2006-08-10";"PFI";"5J";"2.558"
"2006-08-10";"PFI";"10J";"2.86"
"2006-08-10";"GBA";"2J";
"2006-08-10";"GBA";"5J";
"2006-08-10";"GBA";"10J";
"2006-08-10";"GBB";"2J";
"2006-08-10";"GBB";"5J";
"2006-08-10";"GBB";"10J";
"2006-08-10";"GBC";"2J";
"2006-08-10";"GBC";"5J";
"2006-08-10";"GBC";"10J";
"2006-08-10";"IHA";"2J";
"2006-08-10";"IHA";"5J";
"2006-08-10";"IHA";"10J";
"2006-08-10";"IHB";"2J";
"2006-08-10";"IHB";"5J";
"2006-08-10";"IHB";"10J";
"2006-08-11";"CHF";"1J";"1.903"
"2006-08-11";"CHF";"2J";"2.128"
"2006-08-11";"CHF";"3J";"2.27"
"2006-08-11";"CHF";"4J";"2.383"
"2006-08-11";"CHF";"5J";"2.475"
"2006-08-11";"CHF";"6J";"2.549"
"2006-08-11";"CHF";"7J";"2.609"
"2006-08-11";"CHF";"8J";"2.656"
"2006-08-11";"CHF";"9J";"2.694"
"2006-08-11";"CHF";"10J";"2.726"
"2006-08-11";"CHF";"20J";"2.868"
"2006-08-11";"CHF";"30J";"2.916"
"2006-08-11";"EUR";"1J";"3.42428"
"2006-08-11";"EUR";"2J";"3.59702"
"2006-08-11";"EUR";"3J";"3.64776"
"2006-08-11";"EUR";"4J";"3.68527"
"2006-08-11";"EUR";"5J";"3.73298"
"2006-08-11";"EUR";"6J";"3.78991"
"2006-08-11";"EUR";"7J";"3.85051"
"2006-08-11";"EUR";"8J";"3.91017"
"2006-08-11";"EUR";"9J";"3.96613"
"2006-08-11";"EUR";"10J";"4.01711"
"2006-08-11";"EUR";"20J";"4.2993"
"2006-08-11";"EUR";"30J";"4.40146"
"2006-08-11";"KTA";"2J";
"2006-08-11";"KTA";"5J";
"2006-08-11";"KTA";"10J";
"2006-08-11";"KTB";"2J";
"2006-08-11";"KTB";"5J";
"2006-08-11";"KTB";"10J";
"2006-08-11";"PFI";"2J";"2.197"
"2006-08-11";"PFI";"5J";"2.558"
"2006-08-11";"PFI";"10J";"2.862"
"2006-08-11";"GBA";"2J";
"2006-08-11";"GBA";"5J";
"2006-08-11";"GBA";"10J";
"2006-08-11";"GBB";"2J";
"2006-08-11";"GBB";"5J";
"2006-08-11";"GBB";"10J";
"2006-08-11";"GBC";"2J";
"2006-08-11";"GBC";"5J";
"2006-08-11";"GBC";"10J";
"2006-08-11";"IHA";"2J";
"2006-08-11";"IHA";"5J";
"2006-08-11";"IHA";"10J";
"2006-08-11";"IHB";"2J";
"2006-08-11";"IHB";"5J";
"2006-08-11";"IHB";"10J";
"2006-08-14";"CHF";"1J";"1.902"
"2006-08-14";"CHF";"2J";"2.14"
"2006-08-14";"CHF";"3J";"2.295"
"2006-08-14";"CHF";"4J";"2.414"
"2006-08-14";"CHF";"5J";"2.508"
"2006-08-14";"CHF";"6J";"2.583"
"2006-08-14";"CHF";"7J";"2.641"
"2006-08-14";"CHF";"8J";"2.688"
"2006-08-14";"CHF";"9J";"2.725"
"2006-08-14";"CHF";"10J";"2.756"
"2006-08-14";"CHF";"20J";"2.894"
"2006-08-14";"CHF";"30J";"2.94"
"2006-08-14";"EUR";"1J";"3.45591"
"2006-08-14";"EUR";"2J";"3.63624"
"2006-08-14";"EUR";"3J";"3.68636"
"2006-08-14";"EUR";"4J";"3.72324"
"2006-08-14";"EUR";"5J";"3.7711"
"2006-08-14";"EUR";"6J";"3.82852"
"2006-08-14";"EUR";"7J";"3.8896"
"2006-08-14";"EUR";"8J";"3.94958"
"2006-08-14";"EUR";"9J";"4.00569"
"2006-08-14";"EUR";"10J";"4.05667"
"2006-08-14";"EUR";"20J";"4.33721"
"2006-08-14";"EUR";"30J";"4.43845"
"2006-08-14";"KTA";"2J";
"2006-08-14";"KTA";"5J";
"2006-08-14";"KTA";"10J";
"2006-08-14";"KTB";"2J";
"2006-08-14";"KTB";"5J";
"2006-08-14";"KTB";"10J";
"2006-08-14";"PFI";"2J";"2.227"
"2006-08-14";"PFI";"5J";"2.588"
"2006-08-14";"PFI";"10J";"2.892"
"2006-08-14";"GBA";"2J";
"2006-08-14";"GBA";"5J";
"2006-08-14";"GBA";"10J";
"2006-08-14";"GBB";"2J";
"2006-08-14";"GBB";"5J";
"2006-08-14";"GBB";"10J";
"2006-08-14";"GBC";"2J";
"2006-08-14";"GBC";"5J";
"2006-08-14";"GBC";"10J";
"2006-08-14";"IHA";"2J";
"2006-08-14";"IHA";"5J";
"2006-08-14";"IHA";"10J";
"2006-08-14";"IHB";"2J";
"2006-08-14";"IHB";"5J";
"2006-08-14";"IHB";"10J";
"2006-08-15";"CHF";"1J";"1.942"
"2006-08-15";"CHF";"2J";"2.169"
"2006-08-15";"CHF";"3J";"2.311"
"2006-08-15";"CHF";"4J";"2.423"
"2006-08-15";"CHF";"5J";"2.514"
"2006-08-15";"CHF";"6J";"2.587"
"2006-08-15";"CHF";"7J";"2.645"
"2006-08-15";"CHF";"8J";"2.691"
"2006-08-15";"CHF";"9J";"2.728"
"2006-08-15";"CHF";"10J";"2.758"
"2006-08-15";"CHF";"20J";"2.894"
"2006-08-15";"CHF";"30J";"2.939"
"2006-08-15";"EUR";"1J";"3.44586"
"2006-08-15";"EUR";"2J";"3.613"
"2006-08-15";"EUR";"3J";"3.65536"
"2006-08-15";"EUR";"4J";"3.68865"
"2006-08-15";"EUR";"5J";"3.73522"
"2006-08-15";"EUR";"6J";"3.79244"
"2006-08-15";"EUR";"7J";"3.85376"
"2006-08-15";"EUR";"8J";"3.91413"
"2006-08-15";"EUR";"9J";"3.97065"
"2006-08-15";"EUR";"10J";"4.02202"
"2006-08-15";"EUR";"20J";"4.30453"
"2006-08-15";"EUR";"30J";"4.40645"
"2006-08-15";"KTA";"2J";
"2006-08-15";"KTA";"5J";
"2006-08-15";"KTA";"10J";
"2006-08-15";"KTB";"2J";
"2006-08-15";"KTB";"5J";
"2006-08-15";"KTB";"10J";
"2006-08-15";"PFI";"2J";"2.252"
"2006-08-15";"PFI";"5J";"2.6"
"2006-08-15";"PFI";"10J";"2.896"
"2006-08-15";"GBA";"2J";
"2006-08-15";"GBA";"5J";
"2006-08-15";"GBA";"10J";
"2006-08-15";"GBB";"2J";
"2006-08-15";"GBB";"5J";
"2006-08-15";"GBB";"10J";
"2006-08-15";"GBC";"2J";
"2006-08-15";"GBC";"5J";
"2006-08-15";"GBC";"10J";
"2006-08-15";"IHA";"2J";
"2006-08-15";"IHA";"5J";
"2006-08-15";"IHA";"10J";
"2006-08-15";"IHB";"2J";
"2006-08-15";"IHB";"5J";
"2006-08-15";"IHB";"10J";
"2006-08-16";"CHF";"1J";"1.96"
"2006-08-16";"CHF";"2J";"2.184"
"2006-08-16";"CHF";"3J";"2.301"
"2006-08-16";"CHF";"4J";"2.394"
"2006-08-16";"CHF";"5J";"2.475"
"2006-08-16";"CHF";"6J";"2.544"
"2006-08-16";"CHF";"7J";"2.602"
"2006-08-16";"CHF";"8J";"2.65"
"2006-08-16";"CHF";"9J";"2.689"
"2006-08-16";"CHF";"10J";"2.721"
"2006-08-16";"CHF";"20J";"2.87"
"2006-08-16";"CHF";"30J";"2.92"
"2006-08-16";"EUR";"1J";"3.45181"
"2006-08-16";"EUR";"2J";"3.61219"
"2006-08-16";"EUR";"3J";"3.64756"
"2006-08-16";"EUR";"4J";"3.67471"
"2006-08-16";"EUR";"5J";"3.71645"
"2006-08-16";"EUR";"6J";"3.77015"
"2006-08-16";"EUR";"7J";"3.82905"
"2006-08-16";"EUR";"8J";"3.88786"
"2006-08-16";"EUR";"9J";"3.94343"
"2006-08-16";"EUR";"10J";"3.99427"
"2006-08-16";"EUR";"20J";"4.27759"
"2006-08-16";"EUR";"30J";"4.3805"
"2006-08-16";"KTA";"2J";
"2006-08-16";"KTA";"5J";
"2006-08-16";"KTA";"10J";
"2006-08-16";"KTB";"2J";
"2006-08-16";"KTB";"5J";
"2006-08-16";"KTB";"10J";
"2006-08-16";"PFI";"2J";"2.235"
"2006-08-16";"PFI";"5J";"2.584"
"2006-08-16";"PFI";"10J";"2.859"
"2006-08-16";"GBA";"2J";
"2006-08-16";"GBA";"5J";
"2006-08-16";"GBA";"10J";
"2006-08-16";"GBB";"2J";
"2006-08-16";"GBB";"5J";
"2006-08-16";"GBB";"10J";
"2006-08-16";"GBC";"2J";
"2006-08-16";"GBC";"5J";
"2006-08-16";"GBC";"10J";
"2006-08-16";"IHA";"2J";
"2006-08-16";"IHA";"5J";
"2006-08-16";"IHA";"10J";
"2006-08-16";"IHB";"2J";
"2006-08-16";"IHB";"5J";
"2006-08-16";"IHB";"10J";
"2006-08-17";"CHF";"1J";"1.947"
"2006-08-17";"CHF";"2J";"2.148"
"2006-08-17";"CHF";"3J";"2.254"
"2006-08-17";"CHF";"4J";"2.344"
"2006-08-17";"CHF";"5J";"2.424"
"2006-08-17";"CHF";"6J";"2.492"
"2006-08-17";"CHF";"7J";"2.548"
"2006-08-17";"CHF";"8J";"2.593"
"2006-08-17";"CHF";"9J";"2.63"
"2006-08-17";"CHF";"10J";"2.66"
"2006-08-17";"CHF";"20J";"2.799"
"2006-08-17";"CHF";"30J";"2.845"
"2006-08-17";"EUR";"1J";"3.45045"
"2006-08-17";"EUR";"2J";"3.60336"
"2006-08-17";"EUR";"3J";"3.63221"
"2006-08-17";"EUR";"4J";"3.65406"
"2006-08-17";"EUR";"5J";"3.69158"
"2006-08-17";"EUR";"6J";"3.74195"
"2006-08-17";"EUR";"7J";"3.79827"
"2006-08-17";"EUR";"8J";"3.85507"
"2006-08-17";"EUR";"9J";"3.90908"
"2006-08-17";"EUR";"10J";"3.95871"
"2006-08-17";"EUR";"20J";"4.23739"
"2006-08-17";"EUR";"30J";"4.33901"
"2006-08-17";"KTA";"2J";
"2006-08-17";"KTA";"5J";
"2006-08-17";"KTA";"10J";
"2006-08-17";"KTB";"2J";
"2006-08-17";"KTB";"5J";
"2006-08-17";"KTB";"10J";
"2006-08-17";"PFI";"2J";"2.215"
"2006-08-17";"PFI";"5J";"2.537"
"2006-08-17";"PFI";"10J";"2.791"
"2006-08-17";"GBA";"2J";
"2006-08-17";"GBA";"5J";
"2006-08-17";"GBA";"10J";
"2006-08-17";"GBB";"2J";
"2006-08-17";"GBB";"5J";
"2006-08-17";"GBB";"10J";
"2006-08-17";"GBC";"2J";
"2006-08-17";"GBC";"5J";
"2006-08-17";"GBC";"10J";
"2006-08-17";"IHA";"2J";
"2006-08-17";"IHA";"5J";
"2006-08-17";"IHA";"10J";
"2006-08-17";"IHB";"2J";
"2006-08-17";"IHB";"5J";
"2006-08-17";"IHB";"10J";
"2006-08-18";"CHF";"1J";"1.944"
"2006-08-18";"CHF";"2J";"2.147"
"2006-08-18";"CHF";"3J";"2.267"
"2006-08-18";"CHF";"4J";"2.364"
"2006-08-18";"CHF";"5J";"2.444"
"2006-08-18";"CHF";"6J";"2.51"
"2006-08-18";"CHF";"7J";"2.563"
"2006-08-18";"CHF";"8J";"2.605"
"2006-08-18";"CHF";"9J";"2.639"
"2006-08-18";"CHF";"10J";"2.667"
"2006-08-18";"CHF";"20J";"2.794"
"2006-08-18";"CHF";"30J";"2.837"
"2006-08-18";"EUR";"1J";"3.46735"
"2006-08-18";"EUR";"2J";"3.61929"
"2006-08-18";"EUR";"3J";"3.64487"
"2006-08-18";"EUR";"4J";"3.66482"
