"CubeId";"rendeiduebd"
"PublishingDate";"2026-08-03 14:30"

"Date";"D0";"D1";"Value"
"2001-08-02";"CHF";"8J";"3.237"
"2001-08-02";"CHF";"9J";"3.304"
"2001-08-02";"CHF";"10J";"3.373"
"2001-08-02";"CHF";"20J";"3.965"
"2001-08-02";"CHF";"30J";"4.306"
"2001-08-02";"EUR";"1J";
"2001-08-02";"EUR";"2J";
"2001-08-02";"EUR";"3J";
"2001-08-02";"EUR";"4J";
"2001-08-02";"EUR";"5J";
"2001-08-02";"EUR";"6J";
"2001-08-02";"EUR";"7J";
"2001-08-02";"EUR";"8J";
"2001-08-02";"EUR";"9J";
"2001-08-02";"EUR";"10J";
"2001-08-02";"EUR";"20J";
"2001-08-02";"EUR";"30J";
"2001-08-02";"KTA";"2J";
"2001-08-02";"KTA";"5J";
"2001-08-02";"KTA";"10J";
"2001-08-02";"KTB";"2J";
"2001-08-02";"KTB";"5J";
"2001-08-02";"KTB";"10J";
"2001-08-02";"PFI";"2J";"3.059"
"2001-08-02";"PFI";"5J";"3.335"
"2001-08-02";"PFI";"10J";"3.73"
"2001-08-02";"GBA";"2J";
"2001-08-02";"GBA";"5J";
"2001-08-02";"GBA";"10J";
"2001-08-02";"GBB";"2J";
"2001-08-02";"GBB";"5J";
"2001-08-02";"GBB";"10J";
"2001-08-02";"GBC";"2J";
"2001-08-02";"GBC";"5J";
"2001-08-02";"GBC";"10J";
"2001-08-02";"IHA";"2J";
"2001-08-02";"IHA";"5J";
"2001-08-02";"IHA";"10J";
"2001-08-02";"IHB";"2J";
"2001-08-02";"IHB";"5J";
"2001-08-02";"IHB";"10J";
"2001-08-03";"CHF";"1J";"3.121"
"2001-08-03";"CHF";"2J";"3.048"
"2001-08-03";"CHF";"3J";"3.021"
"2001-08-03";"CHF";"4J";"3.029"
"2001-08-03";"CHF";"5J";"3.061"
"2001-08-03";"CHF";"6J";"3.11"
"2001-08-03";"CHF";"7J";"3.169"
"2001-08-03";"CHF";"8J";"3.236"
"2001-08-03";"CHF";"9J";"3.305"
"2001-08-03";"CHF";"10J";"3.377"
"2001-08-03";"CHF";"20J";"3.967"
"2001-08-03";"CHF";"30J";"4.29"
"2001-08-03";"EUR";"1J";
"2001-08-03";"EUR";"2J";
"2001-08-03";"EUR";"3J";
"2001-08-03";"EUR";"4J";
"2001-08-03";"EUR";"5J";
"2001-08-03";"EUR";"6J";
"2001-08-03";"EUR";"7J";
"2001-08-03";"EUR";"8J";
"2001-08-03";"EUR";"9J";
"2001-08-03";"EUR";"10J";
"2001-08-03";"EUR";"20J";
"2001-08-03";"EUR";"30J";
"2001-08-03";"KTA";"2J";
"2001-08-03";"KTA";"5J";
"2001-08-03";"KTA";"10J";
"2001-08-03";"KTB";"2J";
"2001-08-03";"KTB";"5J";
"2001-08-03";"KTB";"10J";
"2001-08-03";"PFI";"2J";"3.071"
"2001-08-03";"PFI";"5J";"3.343"
"2001-08-03";"PFI";"10J";"3.747"
"2001-08-03";"GBA";"2J";
"2001-08-03";"GBA";"5J";
"2001-08-03";"GBA";"10J";
"2001-08-03";"GBB";"2J";
"2001-08-03";"GBB";"5J";
"2001-08-03";"GBB";"10J";
"2001-08-03";"GBC";"2J";
"2001-08-03";"GBC";"5J";
"2001-08-03";"GBC";"10J";
"2001-08-03";"IHA";"2J";
"2001-08-03";"IHA";"5J";
"2001-08-03";"IHA";"10J";
"2001-08-03";"IHB";"2J";
"2001-08-03";"IHB";"5J";
"2001-08-03";"IHB";"10J";
"2001-08-06";"CHF";"1J";"3.132"
"2001-08-06";"CHF";"2J";"3.039"
"2001-08-06";"CHF";"3J";"3.002"
"2001-08-06";"CHF";"4J";"3.004"
"2001-08-06";"CHF";"5J";"3.034"
"2001-08-06";"CHF";"6J";"3.083"
"2001-08-06";"CHF";"7J";"3.144"
"2001-08-06";"CHF";"8J";"3.213"
"2001-08-06";"CHF";"9J";"3.285"
"2001-08-06";"CHF";"10J";"3.359"
"2001-08-06";"CHF";"20J";"3.963"
"2001-08-06";"CHF";"30J";"4.286"
"2001-08-06";"EUR";"1J";
"2001-08-06";"EUR";"2J";
"2001-08-06";"EUR";"3J";
"2001-08-06";"EUR";"4J";
"2001-08-06";"EUR";"5J";
"2001-08-06";"EUR";"6J";
"2001-08-06";"EUR";"7J";
"2001-08-06";"EUR";"8J";
"2001-08-06";"EUR";"9J";
"2001-08-06";"EUR";"10J";
"2001-08-06";"EUR";"20J";
"2001-08-06";"EUR";"30J";
"2001-08-06";"KTA";"2J";
"2001-08-06";"KTA";"5J";
"2001-08-06";"KTA";"10J";
"2001-08-06";"KTB";"2J";
"2001-08-06";"KTB";"5J";
"2001-08-06";"KTB";"10J";
"2001-08-06";"PFI";"2J";"3.042"
"2001-08-06";"PFI";"5J";"3.331"
"2001-08-06";"PFI";"10J";"3.726"
"2001-08-06";"GBA";"2J";
"2001-08-06";"GBA";"5J";
"2001-08-06";"GBA";"10J";
"2001-08-06";"GBB";"2J";
"2001-08-06";"GBB";"5J";
"2001-08-06";"GBB";"10J";
"2001-08-06";"GBC";"2J";
"2001-08-06";"GBC";"5J";
"2001-08-06";"GBC";"10J";
"2001-08-06";"IHA";"2J";
"2001-08-06";"IHA";"5J";
"2001-08-06";"IHA";"10J";
"2001-08-06";"IHB";"2J";
"2001-08-06";"IHB";"5J";
"2001-08-06";"IHB";"10J";
"2001-08-07";"CHF";"1J";"3.001"
"2001-08-07";"CHF";"2J";"3.009"
"2001-08-07";"CHF";"3J";"3.038"
"2001-08-07";"CHF";"4J";"3.068"
"2001-08-07";"CHF";"5J";"3.103"
"2001-08-07";"CHF";"6J";"3.144"
"2001-08-07";"CHF";"7J";"3.191"
"2001-08-07";"CHF";"8J";"3.241"
"2001-08-07";"CHF";"9J";"3.296"
"2001-08-07";"CHF";"10J";"3.352"
"2001-08-07";"CHF";"20J";"3.907"
"2001-08-07";"CHF";"30J";"4.303"
"2001-08-07";"EUR";"1J";
"2001-08-07";"EUR";"2J";
"2001-08-07";"EUR";"3J";
"2001-08-07";"EUR";"4J";
"2001-08-07";"EUR";"5J";
"2001-08-07";"EUR";"6J";
"2001-08-07";"EUR";"7J";
"2001-08-07";"EUR";"8J";
"2001-08-07";"EUR";"9J";
"2001-08-07";"EUR";"10J";
"2001-08-07";"EUR";"20J";
"2001-08-07";"EUR";"30J";
"2001-08-07";"KTA";"2J";
"2001-08-07";"KTA";"5J";
"2001-08-07";"KTA";"10J";
"2001-08-07";"KTB";"2J";
"2001-08-07";"KTB";"5J";
"2001-08-07";"KTB";"10J";
"2001-08-07";"PFI";"2J";"3.051"
"2001-08-07";"PFI";"5J";"3.318"
"2001-08-07";"PFI";"10J";"3.715"
"2001-08-07";"GBA";"2J";
"2001-08-07";"GBA";"5J";
"2001-08-07";"GBA";"10J";
"2001-08-07";"GBB";"2J";
"2001-08-07";"GBB";"5J";
"2001-08-07";"GBB";"10J";
"2001-08-07";"GBC";"2J";
"2001-08-07";"GBC";"5J";
"2001-08-07";"GBC";"10J";
"2001-08-07";"IHA";"2J";
"2001-08-07";"IHA";"5J";
"2001-08-07";"IHA";"10J";
"2001-08-07";"IHB";"2J";
"2001-08-07";"IHB";"5J";
"2001-08-07";"IHB";"10J";
"2001-08-08";"CHF";"1J";"2.993"
"2001-08-08";"CHF";"2J";"3.022"
"2001-08-08";"CHF";"3J";"3.05"
"2001-08-08";"CHF";"4J";"3.078"
"2001-08-08";"CHF";"5J";"3.11"
"2001-08-08";"CHF";"6J";"3.149"
"2001-08-08";"CHF";"7J";"3.194"
"2001-08-08";"CHF";"8J";"3.244"
"2001-08-08";"CHF";"9J";"3.297"
"2001-08-08";"CHF";"10J";"3.352"
"2001-08-08";"CHF";"20J";"3.896"
"2001-08-08";"CHF";"30J";"4.279"
"2001-08-08";"EUR";"1J";
"2001-08-08";"EUR";"2J";
"2001-08-08";"EUR";"3J";
"2001-08-08";"EUR";"4J";
"2001-08-08";"EUR";"5J";
"2001-08-08";"EUR";"6J";
"2001-08-08";"EUR";"7J";
"2001-08-08";"EUR";"8J";
"2001-08-08";"EUR";"9J";
"2001-08-08";"EUR";"10J";
"2001-08-08";"EUR";"20J";
"2001-08-08";"EUR";"30J";
"2001-08-08";"KTA";"2J";
"2001-08-08";"KTA";"5J";
"2001-08-08";"KTA";"10J";
"2001-08-08";"KTB";"2J";
"2001-08-08";"KTB";"5J";
"2001-08-08";"KTB";"10J";
"2001-08-08";"PFI";"2J";"3.071"
"2001-08-08";"PFI";"5J";"3.331"
"2001-08-08";"PFI";"10J";"3.724"
"2001-08-08";"GBA";"2J";
"2001-08-08";"GBA";"5J";
"2001-08-08";"GBA";"10J";
"2001-08-08";"GBB";"2J";
"2001-08-08";"GBB";"5J";
"2001-08-08";"GBB";"10J";
"2001-08-08";"GBC";"2J";
"2001-08-08";"GBC";"5J";
"2001-08-08";"GBC";"10J";
"2001-08-08";"IHA";"2J";
"2001-08-08";"IHA";"5J";
"2001-08-08";"IHA";"10J";
"2001-08-08";"IHB";"2J";
"2001-08-08";"IHB";"5J";
"2001-08-08";"IHB";"10J";
"2001-08-09";"CHF";"1J";"2.968"
"2001-08-09";"CHF";"2J";"2.979"
"2001-08-09";"CHF";"3J";"2.997"
"2001-08-09";"CHF";"4J";"3.02"
"2001-08-09";"CHF";"5J";"3.051"
"2001-08-09";"CHF";"6J";"3.09"
"2001-08-09";"CHF";"7J";"3.137"
"2001-08-09";"CHF";"8J";"3.189"
"2001-08-09";"CHF";"9J";"3.245"
"2001-08-09";"CHF";"10J";"3.303"
"2001-08-09";"CHF";"20J";"3.872"
"2001-08-09";"CHF";"30J";"4.265"
"2001-08-09";"EUR";"1J";
"2001-08-09";"EUR";"2J";
"2001-08-09";"EUR";"3J";
"2001-08-09";"EUR";"4J";
"2001-08-09";"EUR";"5J";
"2001-08-09";"EUR";"6J";
"2001-08-09";"EUR";"7J";
"2001-08-09";"EUR";"8J";
"2001-08-09";"EUR";"9J";
"2001-08-09";"EUR";"10J";
"2001-08-09";"EUR";"20J";
"2001-08-09";"EUR";"30J";
"2001-08-09";"KTA";"2J";
"2001-08-09";"KTA";"5J";
"2001-08-09";"KTA";"10J";
"2001-08-09";"KTB";"2J";
"2001-08-09";"KTB";"5J";
"2001-08-09";"KTB";"10J";
"2001-08-09";"PFI";"2J";"3.035"
"2001-08-09";"PFI";"5J";"3.282"
"2001-08-09";"PFI";"10J";"3.684"
"2001-08-09";"GBA";"2J";
"2001-08-09";"GBA";"5J";
"2001-08-09";"GBA";"10J";
"2001-08-09";"GBB";"2J";
"2001-08-09";"GBB";"5J";
"2001-08-09";"GBB";"10J";
"2001-08-09";"GBC";"2J";
"2001-08-09";"GBC";"5J";
"2001-08-09";"GBC";"10J";
"2001-08-09";"IHA";"2J";
"2001-08-09";"IHA";"5J";
"2001-08-09";"IHA";"10J";
"2001-08-09";"IHB";"2J";
"2001-08-09";"IHB";"5J";
"2001-08-09";"IHB";"10J";
"2001-08-10";"CHF";"1J";"2.933"
"2001-08-10";"CHF";"2J";"2.948"
"2001-08-10";"CHF";"3J";"2.978"
"2001-08-10";"CHF";"4J";"3.008"
"2001-08-10";"CHF";"5J";"3.043"
"2001-08-10";"CHF";"6J";"3.084"
"2001-08-10";"CHF";"7J";"3.132"
"2001-08-10";"CHF";"8J";"3.185"
"2001-08-10";"CHF";"9J";"3.241"
"2001-08-10";"CHF";"10J";"3.3"
"2001-08-10";"CHF";"20J";"3.865"
"2001-08-10";"CHF";"30J";"4.245"
"2001-08-10";"EUR";"1J";
"2001-08-10";"EUR";"2J";
"2001-08-10";"EUR";"3J";
"2001-08-10";"EUR";"4J";
"2001-08-10";"EUR";"5J";
"2001-08-10";"EUR";"6J";
"2001-08-10";"EUR";"7J";
"2001-08-10";"EUR";"8J";
"2001-08-10";"EUR";"9J";
"2001-08-10";"EUR";"10J";
"2001-08-10";"EUR";"20J";
"2001-08-10";"EUR";"30J";
"2001-08-10";"KTA";"2J";
"2001-08-10";"KTA";"5J";
"2001-08-10";"KTA";"10J";
"2001-08-10";"KTB";"2J";
"2001-08-10";"KTB";"5J";
"2001-08-10";"KTB";"10J";
"2001-08-10";"PFI";"2J";"2.976"
"2001-08-10";"PFI";"5J";"3.273"
"2001-08-10";"PFI";"10J";"3.656"
"2001-08-10";"GBA";"2J";
"2001-08-10";"GBA";"5J";
"2001-08-10";"GBA";"10J";
"2001-08-10";"GBB";"2J";
"2001-08-10";"GBB";"5J";
"2001-08-10";"GBB";"10J";
"2001-08-10";"GBC";"2J";
"2001-08-10";"GBC";"5J";
"2001-08-10";"GBC";"10J";
"2001-08-10";"IHA";"2J";
"2001-08-10";"IHA";"5J";
"2001-08-10";"IHA";"10J";
"2001-08-10";"IHB";"2J";
"2001-08-10";"IHB";"5J";
"2001-08-10";"IHB";"10J";
"2001-08-13";"CHF";"1J";"2.89"
"2001-08-13";"CHF";"2J";"2.902"
"2001-08-13";"CHF";"3J";"2.939"
"2001-08-13";"CHF";"4J";"2.976"
"2001-08-13";"CHF";"5J";"3.017"
"2001-08-13";"CHF";"6J";"3.063"
"2001-08-13";"CHF";"7J";"3.114"
"2001-08-13";"CHF";"8J";"3.169"
"2001-08-13";"CHF";"9J";"3.227"
"2001-08-13";"CHF";"10J";"3.287"
"2001-08-13";"CHF";"20J";"3.839"
"2001-08-13";"CHF";"30J";"4.202"
"2001-08-13";"EUR";"1J";
"2001-08-13";"EUR";"2J";
"2001-08-13";"EUR";"3J";
"2001-08-13";"EUR";"4J";
"2001-08-13";"EUR";"5J";
"2001-08-13";"EUR";"6J";
"2001-08-13";"EUR";"7J";
"2001-08-13";"EUR";"8J";
"2001-08-13";"EUR";"9J";
"2001-08-13";"EUR";"10J";
"2001-08-13";"EUR";"20J";
"2001-08-13";"EUR";"30J";
"2001-08-13";"KTA";"2J";
"2001-08-13";"KTA";"5J";
"2001-08-13";"KTA";"10J";
"2001-08-13";"KTB";"2J";
"2001-08-13";"KTB";"5J";
"2001-08-13";"KTB";"10J";
"2001-08-13";"PFI";"2J";"2.961"
"2001-08-13";"PFI";"5J";"3.244"
"2001-08-13";"PFI";"10J";"3.652"
"2001-08-13";"GBA";"2J";
"2001-08-13";"GBA";"5J";
"2001-08-13";"GBA";"10J";
"2001-08-13";"GBB";"2J";
"2001-08-13";"GBB";"5J";
"2001-08-13";"GBB";"10J";
"2001-08-13";"GBC";"2J";
"2001-08-13";"GBC";"5J";
"2001-08-13";"GBC";"10J";
"2001-08-13";"IHA";"2J";
"2001-08-13";"IHA";"5J";
"2001-08-13";"IHA";"10J";
"2001-08-13";"IHB";"2J";
"2001-08-13";"IHB";"5J";
"2001-08-13";"IHB";"10J";
"2001-08-14";"CHF";"1J";"2.871"
"2001-08-14";"CHF";"2J";"2.908"
"2001-08-14";"CHF";"3J";"2.949"
"2001-08-14";"CHF";"4J";"2.985"
"2001-08-14";"CHF";"5J";"3.024"
"2001-08-14";"CHF";"6J";"3.068"
"2001-08-14";"CHF";"7J";"3.117"
"2001-08-14";"CHF";"8J";"3.171"
"2001-08-14";"CHF";"9J";"3.228"
"2001-08-14";"CHF";"10J";"3.287"
"2001-08-14";"CHF";"20J";"3.851"
"2001-08-14";"CHF";"30J";"4.237"
"2001-08-14";"EUR";"1J";
"2001-08-14";"EUR";"2J";
"2001-08-14";"EUR";"3J";
"2001-08-14";"EUR";"4J";
"2001-08-14";"EUR";"5J";
"2001-08-14";"EUR";"6J";
"2001-08-14";"EUR";"7J";
"2001-08-14";"EUR";"8J";
"2001-08-14";"EUR";"9J";
"2001-08-14";"EUR";"10J";
"2001-08-14";"EUR";"20J";
"2001-08-14";"EUR";"30J";
"2001-08-14";"KTA";"2J";
"2001-08-14";"KTA";"5J";
"2001-08-14";"KTA";"10J";
"2001-08-14";"KTB";"2J";
"2001-08-14";"KTB";"5J";
"2001-08-14";"KTB";"10J";
"2001-08-14";"PFI";"2J";"2.951"
"2001-08-14";"PFI";"5J";"3.247"
"2001-08-14";"PFI";"10J";"3.659"
"2001-08-14";"GBA";"2J";
"2001-08-14";"GBA";"5J";
"2001-08-14";"GBA";"10J";
"2001-08-14";"GBB";"2J";
"2001-08-14";"GBB";"5J";
"2001-08-14";"GBB";"10J";
"2001-08-14";"GBC";"2J";
"2001-08-14";"GBC";"5J";
"2001-08-14";"GBC";"10J";
"2001-08-14";"IHA";"2J";
"2001-08-14";"IHA";"5J";
"2001-08-14";"IHA";"10J";
"2001-08-14";"IHB";"2J";
"2001-08-14";"IHB";"5J";
"2001-08-14";"IHB";"10J";
"2001-08-15";"CHF";"1J";"2.885"
"2001-08-15";"CHF";"2J";"2.906"
"2001-08-15";"CHF";"3J";"2.948"
"2001-08-15";"CHF";"4J";"2.987"
"2001-08-15";"CHF";"5J";"3.027"
"2001-08-15";"CHF";"6J";"3.07"
"2001-08-15";"CHF";"7J";"3.118"
"2001-08-15";"CHF";"8J";"3.17"
"2001-08-15";"CHF";"9J";"3.225"
"2001-08-15";"CHF";"10J";"3.282"
"2001-08-15";"CHF";"20J";"3.842"
"2001-08-15";"CHF";"30J";"4.241"
"2001-08-15";"EUR";"1J";
"2001-08-15";"EUR";"2J";
"2001-08-15";"EUR";"3J";
"2001-08-15";"EUR";"4J";
"2001-08-15";"EUR";"5J";
"2001-08-15";"EUR";"6J";
"2001-08-15";"EUR";"7J";
"2001-08-15";"EUR";"8J";
"2001-08-15";"EUR";"9J";
"2001-08-15";"EUR";"10J";
"2001-08-15";"EUR";"20J";
"2001-08-15";"EUR";"30J";
"2001-08-15";"KTA";"2J";
"2001-08-15";"KTA";"5J";
"2001-08-15";"KTA";"10J";
"2001-08-15";"KTB";"2J";
"2001-08-15";"KTB";"5J";
"2001-08-15";"KTB";"10J";
"2001-08-15";"PFI";"2J";"2.955"
"2001-08-15";"PFI";"5J";"3.241"
"2001-08-15";"PFI";"10J";"3.659"
"2001-08-15";"GBA";"2J";
"2001-08-15";"GBA";"5J";
"2001-08-15";"GBA";"10J";
"2001-08-15";"GBB";"2J";
"2001-08-15";"GBB";"5J";
"2001-08-15";"GBB";"10J";
"2001-08-15";"GBC";"2J";
"2001-08-15";"GBC";"5J";
"2001-08-15";"GBC";"10J";
"2001-08-15";"IHA";"2J";
"2001-08-15";"IHA";"5J";
"2001-08-15";"IHA";"10J";
"2001-08-15";"IHB";"2J";
"2001-08-15";"IHB";"5J";
"2001-08-15";"IHB";"10J";
"2001-08-16";"CHF";"1J";"2.872"
"2001-08-16";"CHF";"2J";"2.887"
"2001-08-16";"CHF";"3J";"2.931"
"2001-08-16";"CHF";"4J";"2.973"
"2001-08-16";"CHF";"5J";"3.015"
"2001-08-16";"CHF";"6J";"3.061"
"2001-08-16";"CHF";"7J";"3.111"
"2001-08-16";"CHF";"8J";"3.165"
"2001-08-16";"CHF";"9J";"3.222"
"2001-08-16";"CHF";"10J";"3.281"
"2001-08-16";"CHF";"20J";"3.849"
"2001-08-16";"CHF";"30J";"4.242"
"2001-08-16";"EUR";"1J";
"2001-08-16";"EUR";"2J";
"2001-08-16";"EUR";"3J";
"2001-08-16";"EUR";"4J";
"2001-08-16";"EUR";"5J";
"2001-08-16";"EUR";"6J";
"2001-08-16";"EUR";"7J";
"2001-08-16";"EUR";"8J";
"2001-08-16";"EUR";"9J";
"2001-08-16";"EUR";"10J";
"2001-08-16";"EUR";"20J";
"2001-08-16";"EUR";"30J";
"2001-08-16";"KTA";"2J";
"2001-08-16";"KTA";"5J";
"2001-08-16";"KTA";"10J";
"2001-08-16";"KTB";"2J";
"2001-08-16";"KTB";"5J";
"2001-08-16";"KTB";"10J";
"2001-08-16";"PFI";"2J";"2.939"
"2001-08-16";"PFI";"5J";"3.254"
"2001-08-16";"PFI";"10J";"3.633"
"2001-08-16";"GBA";"2J";
"2001-08-16";"GBA";"5J";
"2001-08-16";"GBA";"10J";
"2001-08-16";"GBB";"2J";
"2001-08-16";"GBB";"5J";
"2001-08-16";"GBB";"10J";
"2001-08-16";"GBC";"2J";
"2001-08-16";"GBC";"5J";
"2001-08-16";"GBC";"10J";
"2001-08-16";"IHA";"2J";
"2001-08-16";"IHA";"5J";
"2001-08-16";"IHA";"10J";
"2001-08-16";"IHB";"2J";
"2001-08-16";"IHB";"5J";
"2001-08-16";"IHB";"10J";
"2001-08-17";"CHF";"1J";"2.868"
"2001-08-17";"CHF";"2J";"2.892"
"2001-08-17";"CHF";"3J";"2.943"
"2001-08-17";"CHF";"4J";"2.987"
"2001-08-17";"CHF";"5J";"3.029"
"2001-08-17";"CHF";"6J";"3.075"
"2001-08-17";"CHF";"7J";"3.125"
"2001-08-17";"CHF";"8J";"3.178"
"2001-08-17";"CHF";"9J";"3.235"
"2001-08-17";"CHF";"10J";"3.293"
"2001-08-17";"CHF";"20J";"3.866"
"2001-08-17";"CHF";"30J";"4.273"
"2001-08-17";"EUR";"1J";
"2001-08-17";"EUR";"2J";
"2001-08-17";"EUR";"3J";
"2001-08-17";"EUR";"4J";
"2001-08-17";"EUR";"5J";
"2001-08-17";"EUR";"6J";
"2001-08-17";"EUR";"7J";
"2001-08-17";"EUR";"8J";
"2001-08-17";"EUR";"9J";
"2001-08-17";"EUR";"10J";
"2001-08-17";"EUR";"20J";
"2001-08-17";"EUR";"30J";
"2001-08-17";"KTA";"2J";
"2001-08-17";"KTA";"5J";
"2001-08-17";"KTA";"10J";
"2001-08-17";"KTB";"2J";
"2001-08-17";"KTB";"5J";
"2001-08-17";"KTB";"10J";
"2001-08-17";"PFI";"2J";"2.965"
"2001-08-17";"PFI";"5J";"3.255"
"2001-08-17";"PFI";"10J";"3.666"
"2001-08-17";"GBA";"2J";
"2001-08-17";"GBA";"5J";
"2001-08-17";"GBA";"10J";
"2001-08-17";"GBB";"2J";
"2001-08-17";"GBB";"5J";
"2001-08-17";"GBB";"10J";
"2001-08-17";"GBC";"2J";
"2001-08-17";"GBC";"5J";
"2001-08-17";"GBC";"10J";
"2001-08-17";"IHA";"2J";
"2001-08-17";"IHA";"5J";
"2001-08-17";"IHA";"10J";
"2001-08-17";"IHB";"2J";
"2001-08-17";"IHB";"5J";
"2001-08-17";"IHB";"10J";
"2001-08-20";"CHF";"1J";"2.841"
"2001-08-20";"CHF";"2J";"2.878"
"2001-08-20";"CHF";"3J";"2.932"
"2001-08-20";"CHF";"4J";"2.97"
"2001-08-20";"CHF";"5J";"3.007"
"2001-08-20";"CHF";"6J";"3.05"
"2001-08-20";"CHF";"7J";"3.099"
"2001-08-20";"CHF";"8J";"3.153"
"2001-08-20";"CHF";"9J";"3.212"
"2001-08-20";"CHF";"10J";"3.274"
"2001-08-20";"CHF";"20J";"3.856"
"2001-08-20";"CHF";"30J";"4.224"
"2001-08-20";"EUR";"1J";
"2001-08-20";"EUR";"2J";
"2001-08-20";"EUR";"3J";
"2001-08-20";"EUR";"4J";
"2001-08-20";"EUR";"5J";
"2001-08-20";"EUR";"6J";
"2001-08-20";"EUR";"7J";
"2001-08-20";"EUR";"8J";
"2001-08-20";"EUR";"9J";
"2001-08-20";"EUR";"10J";
"2001-08-20";"EUR";"20J";
"2001-08-20";"EUR";"30J";
"2001-08-20";"KTA";"2J";
"2001-08-20";"KTA";"5J";
"2001-08-20";"KTA";"10J";
"2001-08-20";"KTB";"2J";
"2001-08-20";"KTB";"5J";
"2001-08-20";"KTB";"10J";
"2001-08-20";"PFI";"2J";"2.95"
"2001-08-20";"PFI";"5J";"3.231"
"2001-08-20";"PFI";"10J";"3.654"
"2001-08-20";"GBA";"2J";
"2001-08-20";"GBA";"5J";
"2001-08-20";"GBA";"10J";
"2001-08-20";"GBB";"2J";
"2001-08-20";"GBB";"5J";
"2001-08-20";"GBB";"10J";
"2001-08-20";"GBC";"2J";
"2001-08-20";"GBC";"5J";
"2001-08-20";"GBC";"10J";
"2001-08-20";"IHA";"2J";
"2001-08-20";"IHA";"5J";
"2001-08-20";"IHA";"10J";
"2001-08-20";"IHB";"2J";
"2001-08-20";"IHB";"5J";
"2001-08-20";"IHB";"10J";
"2001-08-21";"CHF";"1J";"2.863"
"2001-08-21";"CHF";"2J";"2.874"
"2001-08-21";"CHF";"3J";"2.915"
"2001-08-21";"CHF";"4J";"2.954"
"2001-08-21";"CHF";"5J";"2.995"
"2001-08-21";"CHF";"6J";"3.04"
"2001-08-21";"CHF";"7J";"3.091"
"2001-08-21";"CHF";"8J";"3.146"
"2001-08-21";"CHF";"9J";"3.204"
"2001-08-21";"CHF";"10J";"3.264"
"2001-08-21";"CHF";"20J";"3.833"
"2001-08-21";"CHF";"30J";"4.213"
"2001-08-21";"EUR";"1J";
"2001-08-21";"EUR";"2J";
"2001-08-21";"EUR";"3J";
"2001-08-21";"EUR";"4J";
"2001-08-21";"EUR";"5J";
"2001-08-21";"EUR";"6J";
"2001-08-21";"EUR";"7J";
"2001-08-21";"EUR";"8J";
"2001-08-21";"EUR";"9J";
"2001-08-21";"EUR";"10J";
"2001-08-21";"EUR";"20J";
"2001-08-21";"EUR";"30J";
"2001-08-21";"KTA";"2J";
"2001-08-21";"KTA";"5J";
"2001-08-21";"KTA";"10J";
"2001-08-21";"KTB";"2J";
"2001-08-21";"KTB";"5J";
"2001-08-21";"KTB";"10J";
"2001-08-21";"PFI";"2J";"2.921"
"2001-08-21";"PFI";"5J";"3.221"
"2001-08-21";"PFI";"10J";"3.634"
"2001-08-21";"GBA";"2J";
"2001-08-21";"GBA";"5J";
"2001-08-21";"GBA";"10J";
"2001-08-21";"GBB";"2J";
"2001-08-21";"GBB";"5J";
"2001-08-21";"GBB";"10J";
"2001-08-21";"GBC";"2J";
"2001-08-21";"GBC";"5J";
"2001-08-21";"GBC";"10J";
"2001-08-21";"IHA";"2J";
"2001-08-21";"IHA";"5J";
"2001-08-21";"IHA";"10J";
"2001-08-21";"IHB";"2J";
"2001-08-21";"IHB";"5J";
"2001-08-21";"IHB";"10J";
"2001-08-22";"CHF";"1J";"2.859"
"2001-08-22";"CHF";"2J";"2.877"
"2001-08-22";"CHF";"3J";"2.922"
"2001-08-22";"CHF";"4J";"2.961"
"2001-08-22";"CHF";"5J";"3.003"
"2001-08-22";"CHF";"6J";"3.049"
"2001-08-22";"CHF";"7J";"3.102"
"2001-08-22";"CHF";"8J";"3.158"
"2001-08-22";"CHF";"9J";"3.218"
"2001-08-22";"CHF";"10J";"3.28"
"2001-08-22";"CHF";"20J";"3.847"
"2001-08-22";"CHF";"30J";"4.209"
"2001-08-22";"EUR";"1J";
"2001-08-22";"EUR";"2J";
"2001-08-22";"EUR";"3J";
"2001-08-22";"EUR";"4J";
"2001-08-22";"EUR";"5J";
"2001-08-22";"EUR";"6J";
"2001-08-22";"EUR";"7J";
"2001-08-22";"EUR";"8J";
"2001-08-22";"EUR";"9J";
"2001-08-22";"EUR";"10J";
"2001-08-22";"EUR";"20J";
"2001-08-22";"EUR";"30J";
"2001-08-22";"KTA";"2J";
"2001-08-22";"KTA";"5J";
"2001-08-22";"KTA";"10J";
"2001-08-22";"KTB";"2J";
"2001-08-22";"KTB";"5J";
"2001-08-22";"KTB";"10J";
"2001-08-22";"PFI";"2J";"2.929"
"2001-08-22";"PFI";"5J";"3.223"
"2001-08-22";"PFI";"10J";"3.65"
"2001-08-22";"GBA";"2J";
"2001-08-22";"GBA";"5J";
"2001-08-22";"GBA";"10J";
"2001-08-22";"GBB";"2J";
"2001-08-22";"GBB";"5J";
"2001-08-22";"GBB";"10J";
"2001-08-22";"GBC";"2J";
"2001-08-22";"GBC";"5J";
"2001-08-22";"GBC";"10J";
"2001-08-22";"IHA";"2J";
"2001-08-22";"IHA";"5J";
"2001-08-22";"IHA";"10J";
"2001-08-22";"IHB";"2J";
"2001-08-22";"IHB";"5J";
"2001-08-22";"IHB";"10J";
